Tanggal;AF01;AF02;AF03;AF04;AF05;AF06;AF07;AF08;AF09;AF10;AF11;AF12;AF13;AF14;AF15;AF16;AF17;AF18;AF19;AF20;RY01;RY02;RY03
21/05/2024;15;17;7;8;11;21;16;0;11;9;7;3,5;14;6;5;10;7;0;0;0;0;0;0
22/05/2024;11;15;2,5;7;17;17;17;0;17;5;2;2;0;0,5;1;1;2;0;0;0;0;0;0
23/05/2024;2;3;8,5;6;13;5;8;0;14;8;6,7;12;14,2;18,5;4,5;4;10;0;0;0;0;0;0
24/05/2024;14;21,5;15;16,8;17;46;39;0;30;38;30,5;51;76;82;74;52;42;0;0;0;0;0;0
25/05/2024;3;8,5;11;5;5;12;14,5;0;12;6;3;0;9,5;5,5;6;4;5;0;0;0;0;0;0
26/05/2024;17;17;16;8;2;9;24;0;7;12;13,5;8;6;3,5;9;0;14;0;0;0;0;0;0
27/05/2024;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
28/05/2024;2;3;2,5;0;4;2;2;0;2;1;2;18;2;2;2,5;2,5;3;0;0;0;0;0;0
31/05/2024;10;4,5;4;3,5;17;6;6,5;0;12;5;2;7;2,5;3;5;6;5;0;0;0;0;0;0
01/06/2024;39;28,5;40;45;18;14,5;16;0;10;12;62;31;63,5;64;72;71;89;0;0;0;0;0;0
02/06/2024;36;32;44;35;12;28;43,5;0;80;70;45;66;82;68;78;79;91;0;0;0;0;0;0
03/06/2024;0;0;5;0;2;0;1;0;5;4;32;11;4,5;16;8;18;0;0;0;0;0;0;0
04/06/2024;19;6;2;0;5;2,5;2;0;5;1;2,5;0;0;0;1;1;12;0;0;0;0;0;0
05/06/2024;20;2;4;4;7;2;5,5;0;15;7;7,5;45;53;46,5;23,5;14;25;0;0;0;0;0;0
06/06/2024;0;5,5;12;2;2;13,5;3;0;13;6;15,5;6,5;6;3;3,5;8,5;18;0;0;0;0;0;0
07/06/2024;70;79;11;60;22;48,5;41;0;22;10;19;17;18;49;11,5;16;40;0;0;0;0;0;0
10/06/2024;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/06/2024;62;73;108;68;53;72;57;0;99;45;80,5;64;61;72;102,5;110;115;0;0;0;0;0;0
12/06/2024;0;24,5;34;25;0;20;0;0;20;20;30;35;40;40;10;30;40;0;0;0;0;0;0
18/06/2024;0;0;0;0;0;0;0;0;0;0;1,8;35;1,1;12;5;0;0;0;0;0;0;0;0
21/06/2024;0;0;0;10;0;0;0;0;1;5;6,5;15;0;0;0;0;0;0;0;0;0;0;0
23/06/2024;34;4;11;32;0;13;19;0;1;2;10,5;11;3;71;14,5;10;7;0;0;0;0;0;0
25/06/2024;40;6;4;0;24;13;15;0;5;1;7,5;0;0;1;0;0;0;0;0;0;0;0;0
27/06/2024;4;0;0;3;9;1,5;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0
29/06/2024;40;36;37;40;38;14;18;0;5;35;0;41;30;42;43;56;43;0;0;0;0;0;0
30/06/2024;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2024;9;10;5;9;25;4,5;11,5;0;11;2;19;14;28;3;0;1;2;0;0;0;0;0;0
03/07/2024;2;0;0;0;0;0;1;0;0;0;0;11;3;2;4,5;4;4;0;0;0;0;0;0
04/07/2024;120;157;145;125;165;166,5;149;0;87;125;178;106;192;134;130;150;95;0;0;0;0;0;0
05/07/2024;14;6;3,5;3,6;32;15;17;0;42;2;1,6;4;3,8;2,5;0;2,5;2;0;0;0;0;0;0
06/07/2024;30;23;40;27;8;23;25;0;9;25;35;27,5;36;50;43;47;50;0;0;0;0;0;0
07/07/2024;0;0;0;0;16;0;0;0;26;20;4;4;2;2;2;22;14;0;0;0;0;0;0
08/07/2024;35;11;0;30;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/07/2024;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;2;5;0;0;0;0;0;0
29/07/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0
30/07/2024;10;12;11;14;11;22;16;0;15;20;24,5;33,5;41;53;36;59;38;0;0;0;0;0;0
31/07/2024;0;0;4;0;15;0;1;0;13;2;8;23;16;32;20;16;38;0;0;0;0;0;0
01/08/2024;4;12;9;12;11;33;37;0;12;20;29,5;43;31;46;49;42;42;0;0;0;0;0;0
02/08/2024;2;7,5;19;0;8;12;11;0;18;14;7,8;25;7;13;4,5;0;1,5;0;0;0;0;0;0
03/08/2024;1;0;0;0;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/08/2024;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;2;0;0;0;0;0;0
06/08/2024;12;6;0;4;1;15;8,5;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0
07/08/2024;37;84;15;34;9;81;67;0;62;20;22;26,5;32;31;24;30;27;0;0;0;0;0;0
08/08/2024;2;5;4;10;6;4;2,7;0;3;1;1,8;6;3;8,5;7,5;6;4,5;0;0;0;0;0;0
09/08/2024;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0
10/08/2024;0;0;1;0;0;0;0;0;0;1;0;2;3;6;6;3;1;0;0;0;0;0;0
13/08/2024;6;26;10,5;8;56;42,5;4,4;0;3;1,5;1,5;7;18;10;9,5;12,5;10;0;0;0;0;0;0
15/08/2024;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/08/2024;2;0;0;0;1;0;0;0;0;0;0;5;3;4;10;12;7;0;0;0;0;0;0
19/08/2024;0;8;9,5;0;11;0;17;0;15;2;87;3;5;0;0;7,5;0;0;0;0;0;0;0
20/08/2024;88;18;118;88;88;94,5;114,5;0;95;40;22,16;118;120;119;39,5;12;63;0;0;0;0;0;0
21/08/2024;25;76;60;55;40;34,5;35;0;38;25;78,15;55;52;43;120;159,5;54;0;0;0;0;0;0
23/08/2024;15;7;12;15;18;9;10;0;14;20;14,2;6;13;5;9;22;2;0;0;0;0;0;0
24/08/2024;0;0;11;10;14;0;0;0;25;5;10,5;3;0;0;0;0;0;0;0;0;0;0;0
25/08/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
26/08/2024;0;0;0;0;0;0;0;0;0;0;0;3;0;8,5;6,5;6;5;0;0;0;0;0;0
27/08/2024;89;51,5;51,5;43;53;44;50;0;43;45;25;60;35;39;39,5;38,5;56;0;0;0;0;0;0
28/08/2024;0;0;0;0;0;0;0;0;0;0;19,5;0;19;18;24;21;0;0;0;0;0;0;0
29/08/2024;24;16;16;17;22;22,5;20;0;22;20;22,5;33;18;22;20;31;18;0;0;0;0;0;0
30/08/2024;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/08/2024;17;27,5;66;25;40;29,5;48,5;0;68;30;33;29;23;4;10;1;8;0;0;0;0;0;0
01/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/09/2024;39;44;53;35;32;41;38,5;0;32;5;24;27;38;25;23;21;30;0;0;0;0;0;0
05/09/2024;0;2;1;12;0;0;2;0;2;5;1;25;2;1;0;0;2;0;0;0;0;0;0
06/09/2024;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0
07/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
08/09/2024;7;14;8;6;4;6;5;6,7;7;20;5,5;9;8;5;5;5,5;6;0;0;0;0;0;0
09/09/2024;32;34;35;33;13;24,5;18,5;18,3;17;10;31;22;25;25;36,5;32;19;0;0;0;0;0;0
10/09/2024;0;0;1;0;1;0;1,5;1,5;6;9;0;7;7;6,5;12;15,5;12;0;0;0;0;0;0
11/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/09/2024;0;0;2;0;0;0;0;0;2;2;5;5;0;2,5;4;0;0;0;0;0;0;0;0
17/09/2024;0;0;0;0;0;0;0;0;0;0;1,5;2;0;0;0;0;0;0;0;0;0;0;0
18/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/09/2024;14;11;10,5;12,5;13;6;10;12,8;8;5;6;9;8;7,5;6,5;4,5;5;0;0;0;0;0;0
23/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/09/2024;26;10;17;20;10;8;7,5;8;8;21;11;18,4;15;8;27;54;30;0;0;0;0;0;0
25/09/2024;0;5;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/09/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/09/2024;1;0;4;7;0;0;2,5;3;2,3;0;12;6,5;2;2;0;0;0;0;0;0;0;0;0
28/09/2024;26;14;25;30;19,5;14;26;1;18;10;0;14;8;8;10;16;22;0;0;0;0;0;0
29/09/2024;0;0;0;0;0;0;0;19;0;5;16;9;3;4;0;0;0;0;0;0;0;0;0
30/09/2024;5;2;23;5,5;3;0;2;2;16;15;1;3;1;1,5;1;2;3;0;0;0;0;0;0
01/10/2024;5;4;12;8;12;5;4;11,5;14;15;23,2;21;39;40;37;66;60;0;0;0;0;0;0
02/10/2024;0;0;0;11;1;0;2;4;1,5;5;0;13;7;19;15;4;2;0;0;0;0;0;0
03/10/2024;5;0;7;0;0;0;0;0;0,5;1;0;7;2;2;4;7;2;0;0;0;0;0;0
04/10/2024;75;23;31;46;70;46;14,6;13;20;25;30,5;45;60;57;25;54,5;50;0;0;0;0;0;0
05/10/2024;0;2;3;1;4;8;7,5;12;11,5;2,7;2,7;6,5;15;3;4;3;5;0;0;0;0;0;0
06/10/2024;7;3;5;2;5;2;6,5;9;4;5;13,5;1;35;6,5;4;9,5;12;0;0;0;0;0;0
07/10/2024;15;11;29;18;25;10;21;24,5;29,8;25;20;16,5;9;19;19;35;20;0;0;0;0;0;0
08/10/2024;0;0;1;0;1;0;0;1;4;10;9;0;1;1,5;1;0;0;0;0;0;0;0;0
09/10/2024;1;65;0;0;1;0;1,5;2;2;3;22;9;12;11;14,5;15;20;0;0;0;0;0;0
10/10/2024;88;0;30;85;68;66;20,5;3;28,5;15;24;6;8;7;2;5;12;0;0;0;0;0;0
11/10/2024;0;1;0;0;5;0;5;2;2;0;0;1;0;3;3;1;10;0;0;0;0;0;0
12/10/2024;3;6;10;9;13;0;9,5;14;11;10;1,4;7;13;4;1,5;1;0;0;0;0;0;0;0
13/10/2024;1;4;5;13;1;5;1,6;7,5;11;10;10,5;5,5;6;3;0;1;20;0;0;0;0;0;0
14/10/2024;6;3;0;1,5;2;0;7,6;23;11;5;6,5;4,5;2;2;6;5,5;2;0;0;0;0;0;0
15/10/2024;0;0;0;0;0;0;0;0;0;0;1;0;0;1,5;1,5;5;0;0;0;0;0;0;0
16/10/2024;0;0;4,5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
17/10/2024;0;0;1;0;0;0;1;0;1;0;17,5;2;0;1;1;0;0;0;0;0;0;0;0
20/10/2024;11;4;15;7,5;24;20,5;27,5;19;28;25;50;38;20;100;80;40;15;0;0;0;0;0;0
23/10/2024;2;14;44;3;12;69;57;38;61,8;45;52;27;73;77;21;29;42;0;0;0;0;0;0
24/10/2024;14;23;33;3;28;21;27;19,5;27;35;20,5;25;9;12;20;2;10;0;0;0;0;0;0
25/10/2024;0;0;1;0;4;0;8;4;3,4;5;0;27;4;12;14,5;14;18;0;0;0;0;0;0
26/10/2024;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
27/10/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,5;2;0;0;0;0;0;0
28/10/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
29/10/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
01/11/2024;85;46;71;60;45;57;30;23,5;31,8;20;79,5;74;83;107;72,5;76;95;0;0;0;0;0;0
02/11/2024;95;45,5;49;48;38;53;58;21,5;33;85;77;45;93;79;103;140;75;0;0;0;0;0;0
03/11/2024;9;8,5;40;10,7;29;29;12;40,5;35,1;12;0;45;7;15;6;7;10;0;0;0;0;0;0
04/11/2024;2;2;3;0;9;4;4;4;2,2;2;1,5;3;3;5;2,5;11,5;8;0;0;0;0;0;0
06/11/2024;0;15;0;0;0;0;5;21;0,5;5;0;39;0;31;7,5;0;2;0;0;0;0;0;0
07/11/2024;3;0;1;49;1;3;4,5;3,3;4,5;10;0;0;0;0,5;0;4,5;0;0;0;0;0;0;0
08/11/2024;0;0;0;3;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/11/2024;0;1;2;0;0;3;1;0;0,7;0;0;0;0;0;5;0;0;0;0;0;0;0;0
10/11/2024;52;15;50,1;23;12;16;11,5;9;12,5;5;1;6,5;2;3,5;6;5;6;0;0;0;0;0;0
11/11/2024;3;4;1;2;2;9;7;2;12,4;2;6;3;1;1;1;1;3;0;0;0;0;0;0
13/11/2024;26;25,5;32;27,5;10,5;4;11;8;12;45;57,5;56;97;96;80;63;25;0;0;0;0;0;0
14/11/2024;9;27,5;16;19,5;7;14,5;17;14,5;14,5;35;6;25;12;12;14;20;25;0;0;0;0;0;0
15/11/2024;4;2;4,5;0;0;3;6,5;2;9,3;9,3;9;10;1;1,5;1;0;0;0;0;0;0;0;0
16/11/2024;39;18;4,5;4;1;0;4;32,5;27,3;0;0;10;0;3,5;2;5,5;0;0;0;0;0;0;0
17/11/2024;14;26;25;27;13;9;17,5;28,6;13,9;13,9;17;60;23;23;16,5;46;16;0;0;0;0;0;0
18/11/2024;5;0;25;2;3;0;1;1;7,4;10;18,5;29;4;6,5;3,5;25;12;0;0;0;0;0;0
19/11/2024;14;23;6;13;11;9,4;14;7,5;22,5;4;15;23;9;0;0;0;2;0;0;0;0;0;0
20/11/2024;0;0;0;0;0;0;0;0;0;0;6,5;0;0;0;0;0;0;0;0;0;0;0;0
21/11/2024;45;90;82;11;32,5;86;92,5;44;66,3;50;104,5;40;6;1,5;0;1;0;0;0;0;0;0;0
22/11/2024;4;8;61;8;52;28;24;55;25,2;55;0;42;36;35;37;16,5;42;0;0;0;0;0;0
23/11/2024;17;14;15,3;12;20;4;7;14;17,7;14;18,3;18;22;3;2;6;19;0;0;0;0;0;0
24/11/2024;14;12,5;24,5;13;15;15;18;16,5;18,4;21;13;39;8,5;9;8;11,5;24;0;0;0;0;0;0
25/11/2024;15;11;12;11;15;10;12;7;15;15;0;45;25,5;23;13;19;8,5;0;0;0;0;0;0
26/11/2024;0;0;11;2;2;3;2;0;0;5;0;8;1;0;3,5;0;9;0;0;0;0;0;0
27/11/2024;46;36;57;32;68;44;47;76,5;76,7;0;0;26;17;16,5;20;21,5;24,2;0;0;0;0;0;0
29/11/2024;48;25;39;27;29;25;21;26;27,2;0;0;46;22;10;20,5;12,5;16,5;0;0;0;0;0;0
30/11/2024;0;0;0;0;2;0;3;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
01/12/2024;2;5;8;4;9;9,5;17;9;10,5;10;2;26;2;3;0;0;0;0;0;0;0;0;0
02/12/2024;0;0;0;0;2;1;2;0;1;0;4;0;1;2;2;3;5;0;0;0;0;0;0
03/12/2024;11;16,5;12;10;7;27;16,1;20,5;17;25;1,5;37;11;7,5;9;7,5;9,5;0;0;0;0;0;0
04/12/2024;0;1;0;0;0;0;0;0;5,8;1,5;1;1;1;0;0;4;0;0;0;0;0;0;0
05/12/2024;11;16;20;12;19;18;16;11,5;10;20;10;7;7;6;6,5;12;10,5;0;0;0;0;0;0
06/12/2024;10;3,5;1;2;7;0;16;0;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/12/2024;0,1;0;0;0;0,5;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/12/2024;4,5;2;1,5;3;1,5;11,5;5,5;3;1,7;1;0;0;1;1;2;2;0;0;0;0;0;0;0
10/12/2024;1;0;0;0;2,5;0;3;1;2,5;0;3,5;8;1;3;0;0;1;0;0;0;0;0;0
11/12/2024;4;2;2;2;4;3;2;6;3;0;1,5;0;0;0;1;1;6;0;0;0;0;0;0
12/12/2024;31;42;25;21;27;23;10;9,5;29;65;18;71;17;22;28;22;23;0;0;0;0;0;0
13/12/2024;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15/12/2024;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16/12/2024;29;2;9;17;6;10;0;0;4;9;0;21;1;1;0;2;3;0;0;0;0;0;0
17/12/2024;5;15;9;10;11;7;12;12;6;5;0;5;7;7;2;2;5;0;0;0;0;0;0
18/12/2024;27;10,5;14;0;12,5;7;15;10,5;13;9;11,5;16;4,5;13;2,5;0;0;0;0;0;0;0;0
19/12/2024;5;0,5;3;0;2;3,5;1;2;8;2;0;6;1,5;1;1;0;1;0;0;0;0;0;0
20/12/2024;5;0;0;0;3;4,5;3;2,5;6;6;0;8;4;4,5;13,5;2;0;0;0;0;0;0;0
21/12/2024;0;0;0;0;1,5;2;1;0;0;1;2,5;0;0;4;4,5;1;0;0;0;0;0;0;0
22/12/2024;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/12/2024;0;3;0;0;0;0;0;0;0;2;4,5;0;6,5;5;2,5;0;0;0;0;0;0;0;0
24/12/2024;0;0;4;4;1,5;0;0;0;9;0;3,5;3;0;1;0;0;0;0;0;0;0;0;0
25/12/2024;2;1,5;6;0;2;0;3;10;2,5;0;0;1,5;1;2;2;0;0;0;0;0;0;0;0
26/12/2024;2;18;30;2;20;18;27;16;12,5;11;8,5;21,5;19,2;3;3,5;6;0;0;0;0;0;0;0
28/12/2024;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
29/12/2024;2;1,5;5;5;1;0;4;1,5;3,5;6;31;13;43;37;31;13,5;25;0;0;0;0;0;0
30/12/2024;22;18;21;18;15,5;17;26;25;18;22;34,5;18;32;27,5;34;33;22;0;0;0;0;0;0
01/01/2025; 1,0 ; - ; 2,0 ; - ; 2,0 ; - ; 1,0 ; - ; 7,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
02/01/2025; 2,5 ; 2,0 ; 3,0 ; 21,0 ; 8,0 ; 14,0 ; 12,0 ; 10,0 ; 11,5 ; - ; - ; - ; - ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - 
03/01/2025; - ; 2,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
04/01/2025; - ; - ; 1,0 ; - ; - ; - ; - ; - ; 1,0 ; - ; - ; 3,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
05/01/2025; 6,0 ; 9,5 ; 5,8 ; 13,0 ; 13,0 ; 21,0 ; 11,0 ; 9,0 ; 9,0 ; 7,5 ; 8,5 ; 7,0 ; 2,0 ; 6,5 ; 19,0 ; - ; - ; - ; - ; - ; - ; - ; - 
06/01/2025; 10,0 ; 9,0 ; 11,0 ; 11,0 ; 16,5 ; 18,0 ; 18,0 ; 33,0 ; 31,0 ; 21,0 ; - ; 5,0 ; 5,0 ; 2,0 ; 25,0 ; 27,0 ; 17,0 ; - ; - ; - ; - ; - ; - 
07/01/2025; 4,0 ; 8,5 ; 4,0 ; 8,5 ; 13,0 ; 13,5 ; 1,5 ; 5,0 ; 5,5 ; 15,0 ; 5,5 ; 11,0 ; 3,5 ; 6,5 ; 5,0 ; 12,0 ; 31,0 ; - ; - ; - ; - ; - ; - 
08/01/2025; 3,0 ; 13,0 ; 8,0 ; 4,0 ; 5,0 ; 8,0 ; 9,0 ; 8,0 ; - ; 22,0 ; 15,8 ; 17,0 ; 24,0 ; - ; 34,5 ; 44,0 ; 18,0 ; - ; - ; - ; - ; - ; - 
09/01/2025; 17,5 ; 25,0 ; 24,0 ; 20,0 ; 26,0 ; 30,0 ; 18,5 ; 19,5 ; 26,5 ; 26,0 ; 15,5 ; 42,0 ; 6,5 ; 4,5 ; 9,0 ; 1,5 ; - ; - ; - ; - ; - ; - ; - 
10/01/2025; 4,0 ; 4,0 ; - ; 4,0 ; 1,5 ; - ; 1,0 ; 1,5 ; 0,5 ; 1,0 ; - ; - ; 0,8 ; 1,0 ; 4,0 ; 2,0 ; - ; - ; - ; - ; - ; - ; - 
11/01/2025; 21,0 ; 23,0 ; 21,0 ; 15,0 ; 22,0 ; 16,0 ; 71,0 ; 68,0 ; 60,0 ; 24,0 ; 16,0 ; - ; 39,0 ; 21,5 ; 16,0 ; - ; - ; - ; - ; - ; - ; - ; - 
12/01/2025; 18,0 ; 19,5 ; 20,0 ; 11,0 ; 23,5 ; 28,0 ; 24,0 ; 10,0 ; 27,0 ; 19,0 ; 19,0 ; 33,0 ; 33,0 ; 37,5 ; 20,0 ; 32,0 ; - ; - ; - ; - ; - ; - ; - 
13/01/2025; 12,0 ; 10,5 ; 20,0 ; 23,0 ; 14,0 ; 17,0 ; 11,5 ; 5,5 ; 38,0 ; 20,0 ; 20,3 ; 14,0 ; 12,0 ; 16,0 ; 15,5 ; 19,0 ; 3,0 ; - ; - ; - ; - ; - ; - 
14/01/2025; 23,0 ; 40,0 ; 56,0 ; 35,0 ; 48,0 ; 42,0 ; 61,0 ; 64,0 ; 71,0 ; 48,0 ; 53,5 ; 81,0 ; 73,0 ; 45,5 ; 41,5 ; 70,5 ; 50,0 ; - ; - ; - ; - ; - ; - 
15/01/2025; 6,0 ; 3,0 ; 8,0 ; 1,5 ; 3,5 ; 6,0 ; 3,0 ; - ; 4,0 ; 4,0 ; 14,4 ; 9,0 ; 2,0 ; 13,0 ; 5,0 ; 3,0 ; 3,0 ; - ; - ; - ; - ; - ; - 
16/01/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
17/01/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
18/01/2025; 3,0 ; 6,0 ; 22,0 ; 3,0 ; 28,0 ; 8,0 ; 24,0 ; 2,0 ; 19,5 ; 20,0 ; 20,5 ; 13,0 ; 24,0 ; 29,5 ; 30,0 ; - ; 41,0 ; - ; - ; - ; - ; - ; - 
19/01/2025; 5,0 ; 8,0 ; 2,0 ; 4,0 ; 6,0 ; 5,5 ; 4,5 ; 16,0 ; 6,5 ; 1,0 ; 3,5 ; 14,0 ; 11,0 ; 6,0 ; 6,5 ; 17,0 ; 8,0 ; - ; - ; - ; - ; - ; - 
20/01/2025; 48,0 ; 49,0 ; 6,0 ; 60,0 ; 18,0 ; 49,5 ; 76,5 ; 47,5 ; 46,0 ; 41,0 ; 18,2 ; 13,0 ; 14,5 ; 21,0 ; 37,0 ; 16,0 ; 8,0 ; - ; - ; - ; - ; - ; - 
21/01/2025; - ; - ; - ; - ; 0,5 ; - ; - ; 1,5 ; 1,0 ; 2,0 ; 2,0 ; 6,5 ; 2,0 ; 1,0 ; 2,0 ; 1,5 ; 5,0 ; - ; - ; - ; - ; - ; - 
22/01/2025; 46,0 ; 28,0 ; 25,0 ; 20,0 ; 29,5 ; 30,0 ; 33,5 ; 27,0 ; 27,0 ; 24,0 ; 26,5 ; 48,0 ; 23,0 ; 23,0 ; 21,0 ; 21,5 ; - ; - ; - ; - ; - ; - ; - 
23/01/2025; 27,0 ; 22,0 ; 18,0 ; 17,0 ; 14,0 ; 14,0 ; 8,0 ; 7,0 ; 20,0 ; 22,0 ; 15,0 ; 20,0 ; 9,7 ; 9,0 ; 15,0 ; 7,5 ; - ; - ; - ; - ; - ; - ; - 
24/01/2025; - ; 1,0 ; - ; 0,5 ; - ; 2,0 ; - ; 3,0 ; - ; - ; - ; - ; - ; - ; - ; 3,0 ; - ; - ; - ; - ; - ; - ; - 
25/01/2025; - ; - ; - ; 1,0 ; 2,0 ; 1,0 ; 1,0 ; - ; 3,0 ; 1,0 ; 2,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
26/01/2025; 36,0 ; 13,0 ; 11,0 ; 9,0 ; 27,0 ; 21,0 ; 24,0 ; 31,5 ; 33,0 ; 41,0 ; 61,0 ; 26,0 ; 20,0 ; 17,5 ; 14,0 ; 49,0 ; - ; - ; - ; - ; - ; - ; - 
27/01/2025; 3,0 ; 1,5 ; 1,0 ; 8,0 ; 5,0 ; 9,0 ; 1,0 ; 1,0 ; 5,0 ; 1,0 ; 2,5 ; 15,0 ; 7,0 ; 10,0 ; 7,0 ; - ; - ; - ; - ; - ; - ; - ; - 
28/01/2025; 1,0 ; 1,0 ; - ; 2,0 ; 3,0 ; 4,0 ; 5,0 ; 3,0 ; 1,0 ; - ; - ; - ; 2,0 ; 2,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - 
29/01/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
30/01/2025; 1,0 ; 0,5 ; - ; - ; - ; 2,0 ; 2,0 ; 2,5 ; 2,0 ; - ; 2,0 ; 6,0 ; 1,0 ; 3,0 ; 4,0 ; 6,0 ; - ; - ; - ; - ; - ; - ; - 
01/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
02/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
03/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
04/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
05/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1,2 ; 1,5 ; - ; - ; - ; - ; - ; - ; - ; - ; - 
06/02/2025; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1,0 ; - ; 4,0 ; - ; 1,0 ; - ; - ; - ; - ; - ; - ; - ; - ; - 
